Titulo,Resumen,Fecha,Contenido,Link
Créditos para estudiar son desaprovechados en Arequipa,Pronabec ofrece créditos de hasta 45 mil soles y estos son los requisitos,,        ,https://diariocorreo.pe/edicion/arequipa/creditos-para-estudiar-son-desaprovechados-en-arequipa-745752/
Pronabec: Afectados por El Niño Costero tienen puntaje adicional para postular a Beca 18,En total se ofrecen 4 mil becas a nivel nacional,21 de Abril del 2017 - 15:57,"El Programa Nacional de Becas y Crédito Educativo (Pronabec), dará un puntaje adicional a los jóvenes afectados por las lluvias, huaicos y desbordes durante el fenómeno El Ñiño Costero que deseen postular al programa Beca 18, señaló su directora Marushka Chocobar. ""Son cuatro mil becas que están distribuidas a nivel nacional y estamos dando un énfasis muy importante a los beneficiarios que quieran quedarse en su región"". ""El rendimiento académico es lo que determina el mayor peso de la postulación. Otro peso lo tiene las condiciones de vivir en una zona como el Vraem, como el Huallaga, pertenecer a Repared, todo este grupo de víctimas de terrorismo y el último puntaje está por las condiciones de vulnerabilidad como personas con habilidades especiales y las que hoy viven en la emergencia 2017"", precisó Chocobar al programa Los Desayunos de Correo y USIL. Marushka Chocobar indicó que su institución ha lanzado la convocatoria 2017 de Beca 18 ""totalmente renovado"", con un enfoque mucho más cercano al postulante y facilitando todos los procesos para que sea sencillo aplicar a los beneficios estudiantiles.   ""Hoy solamente tienen que presentar cuatro documentos los jóvenes, uno de ellos es la constancia de haber sido admitidos a una universidad o instituto, el segundo es el certificado de estudios (...), el tercer documento es tener una acreditación de pertenecer a una modalidad especial"", explicó. Marushka Chocobar resaltó que el objetivo del programa es que los jóvenes se inserten laboralmente, ""de preferencia en su región"", en una carrera de alta empleabilidad. Precisó que todas las carreras profesionales que se ofrecen de ciencia y tecnología. Además, afirmó que el 90% de los beneficiarios ya están ubicados en un trabajo relacionado a lo que estudiaron. ""Hemos lanzado dos cortes. El 30 de abril se termina el primer corte para la primera lista de becarios y el 2 de junio el segundo corte. Esto también para dar oportunidad a las regiones que se han visto afectadas"", expresó.",https://diariocorreo.pe/ciudad/pronabec-jovenes-afectados-por-el-nino-costero-tienen-puntaje-adicional-para-postular-a-beca-18-745086/
Minedu: escolares internados recibirán clases en hospital,Iniciativa busca evitar que los escolares hospitalizados pierdan el año escolar,19 de Abril del 2017 - 13:25,"Con el fin de evitar que pierdan el año escolar, el Ministerio de Educación (Minedu), mediante la R.M. 241-2017 publicada este martes, puso oficialmente en marcha el nuevo Modelo de Servicio Educativo Hospitalario que beneficiará a los escolares de todo el país de 3 a 20 años que padezcan de alguna enfermedad y se encuentren hospitalizados. El Minedu informó que este servicio forma parte de la nueva política inclusiva y cuenta con docentes, psicólogos, coordinadores y profesores de educación básica regular y/o especial. Asimismo, precisa, desarrolla un proceso educativo adecuado a las condiciones físicas y de internamiento del niño o adolescente. Así por ejemplo, los coordinadores programan las atenciones y articulan la distribución de los materiales y recursos didácticos para los docentes y estudiantes en función a las áreas pedagógicas respectivas. Por su parte, los psicólogos brindan orientación a los estudiantes enfermos, pero también asesoran a los docentes para asegurar su bienestar emocional y profesional durante y después de la atención de los escolares. Como parte de esta iniciativa, los especialistas emiten un informe sobre los avances de cada estudiante cuando se trate de atenciones mayores a un mes. Este documento sirve para que los padres de familia tramiten la convalidación de notas, labor que está a cargo del director del colegio. Una vez evaluado el informe, el director expide una resolución directoral de convalidación. Te puede interesar: Los Olivos: niños intervenidos por robar bicicleta en Palacio de la Juventud (VIDEO)",https://diariocorreo.pe/ciudad/minedu-escolares-internados-recibiran-clases-en-hospital-744555/
Pronabec: Mil soles de subvención económica para estudiar gratis,Conozca los requisitos y las instituciones en las cuales puede estudiar con la Beca 18 en Arequipa,18 de Abril del 2017 - 14:38,"Marcos Bolivia Zea (20) dejó el servicio militar voluntario en diciembre del año pasado y ayer lo encontramos en las instalaciones del Programa Nacional de Becas (Pronabec) eligiendo la carrera y la institución donde seguirá sus estudios superiores. “Estoy eligiendo entre mecatrónica o mantenimiento de maquinaria pesada”, nos dijo mientras observaba la lista de las carreras. Bolivia Zea estudió en la provincia de Caravelí y sabe que tiene mayores ventajas de acceder a uno de los 74 cupos que ofrece el Pronabec en Arequipa, por haber prestado el servicio militar. LEA TAMBIÉN: Pronabec: Simplifican trámites para postular a Beca 18 El jefe encargado de la oficina regional de este programa, Oscar Alanya, informó que el acceso a las becas es para todos los jóvenes con bajos recursos económicos, siempre que hayan pasado el filtro del Sistema de Focalización de Hogares (SISFOH) y durante los últimos 3 años de estudio en la secundaria hayan obtenido una nota promedio de 15 si pretenden estudiar en universidades y 14 en institutos. Quienes hayan prestado el servicio militar, tienen mayor ventaja de ingresar con relación al resto de postulantes. BENEFICIOS. El programa Beca 18 Otorga una subvención económica mensual de mil soles para cubrir los gastos del estudio, incluyendo el alquiler de la habitación, si el beneficiario no cuenta con una vivienda en Arequipa. Los jóvenes que cuenten con una estadía garantizada, recibirán las suma de 774 soles para cubrir los gastos como el traslado al centro de estudios, alimentación y otros. PROCESO. Son 9 las instituciones que trabajan con Pronabec, entre ellas está la Universidad Nacional de San Agustín (UNSA), pero debido a que ya pasó el examen de admisión, las autoridades evaluarán hoy la posibilidad de programar una nueva evaluación exclusivamente para los postulantes al programa de beneficios. Sin embargo, los ingresantes estudiarán a partir del 2018. Alanya explicó también que los jóvenes deben postular o inscribirse de forma virtual en la página web de Pronabec, luego de haber ingresado al instituto o universidad de su preferencia. En comparación a años anteriores, los trámites y requisitos se simplificaron. Los interesados solo deben presentar la copia de DNI, el certificado de ingreso a la universidad o instituto, el certificado de Sisfoh, así como la copia de DNI de los padres o apoderados. “Nosotros estamos conectados al SIAGIE y obtenemos sus notas de la secundaria”, resaltó Alanya. CRONOGRAMA. La inscripción de postulación de forma virtual al Pronabec se realiza del 31 de marzo al 30 de abril, la validación de los documentos presentados será el 5 de mayo y la publicación de los resultados o de los becarios será el 10 del mismo mes. Los favorecidos deben ratificar su inscripción hasta el 31 de mayo, de lo contrario se ofertará las plazas a los accesitarios. ",https://diariocorreo.pe/edicion/arequipa/pronabec-mil-soles-de-subvencion-economica-para-estudiar-gratis-744217/
Pronabec: Simplifican trámites para postular a Beca 18,La directora ejecutiva del Pronabec sostuvo que se han incorporado mejoras para que los beneficios educativos lleguen a más estudiantes de todo el país,18 de Abril del 2017 - 10:50,"Con el fin de brindar mejores facilidades a los interesados, el Programa Nacional de Becas y Crédito Educativo (PRONABEC) del Ministerio de Educación lanzó la convocatoria 2017 de Beca 18, simplificando el proceso de postulación. Así lo informó Marushka Chocobar, directora ejecutiva del referido programa, quien dijo que se han incorporado mejoras para que estos beneficios educativos lleguen a más estudiantes de todo el país. “En Pronabec creemos que hoy más que nunca debemos apoyar a jóvenes talentosos a nivel nacional para transformar los destinos de nuestro país. Por ello hemos renovado Beca 18, incorporando mejoras que facilitan el proceso de postulación. De esa manera apuntamos a que cada beneficiario se convierta en un agente de cambio sostenible para su región con miras a un país más justo, honesto y solidario”, enfatizó. En tal sentido, Marushka Chocobar sostuvo que este 2017 Pronabec quiere hacer énfasis en el soporte integral de los becarios, tomando en consideración que para algunos de ellos el proceso de adaptación a sus nuevas ciudades o centros de estudios podría ser difícil. “Pensando en ellos, tendremos asesores de bienestar que les brindarán no solo el apoyo académico y administrativo, sino también emocional y de salud”, informó Chocobar. Informó que Beca 18 asignará mayor puntaje en la evaluación a aquellos postulantes que elijan estudiar en una universidad o instituto de su región y no se tomará el examen único nacional, sino que la única prueba académica será la que tomarán las universidades o institutos que participarán en el concurso. Asimismo precisó que este año habrá dos fechas para inscribirse, que van del 31 de marzo al 30 de abril y del 1 de mayo al 2 de junio. Te puede interesar: Jóvenes con buenas calificaciones a postular a Beca 18 ",https://diariocorreo.pe/ciudad/pronabec-simplifican-tramites-para-postular-a-beca-18-744220/
Atención: Israel ofrece becas para profesionales de Lima y provincias,"Podrán especializarse en Liderazgo Juvenil, Seguridad Alimentaria, Startup, Salud Pública, entre otros",12 de Abril del 2017 - 16:03,"En su calidad de miembro accesitario de la Comisión Educación del Congreso de la República e integrante de la Liga Parlamentaria Perú – Israel, el congresista por Junín, Israel Lazo informó que el gobierno de ese país ofrece becas para profesionales peruanos Empoderamiento de la Mujer, Liderazgo Juvenil, Seguridad Alimentaria, Startup, Salud Pública, Agricultura, Control de Drogas y Policía, son los cursos que ofrece Israel  con el propósito de estrechar los lazos de amistad y fortalecer intercambios culturales.  Tienen una duración entre 20-25 días a más y están dirigidas a profesionales que se encuentren trabajando y tengan experiencia mínima de 3 años en el área del curso al cual desean postular y no tengan más de 50 años de edad. Además de estos requisitos generales cada curso cuenta con sus propios requisitos de admisión.  “El programa de capacitaciones que ofrece Israel, es un una buena oportunidad para los profesionales del Perú y la región Junín, que desean mejorar sus capacidades y adquirir nuevos conocimientos altamente especializados en uno de los Estados que posee un sistema educativo de primer nivel, de esa forma al regresar podrán aplicar lo aprendido en nuestro país y contribuir en el desarrollo de su localidad y trabajo”, expresó Israel Lazo. Los postulantes que queden seleccionados, serán beneficiados con becas, gastos de alojamiento, alimentación, seguro médico y el traslado del aeropuerto al centro de estudios en Israel. Lo único que no cubre la beca es el costo del pasaje hacia ese país, el cual será costeado por cada persona seleccionada. “Las personas que son elegidas para realizar estas capacitaciones y no puedan costear sus pasajes a Israel, pueden postular a las becas complementarias del PRONABEC (Programa Nacional de Becas y Crédito Educativo), el cual ofrece becas que cubre los gastos a los profesionales peruanos que han sido beneficiados con una beca por otra entidad y que no cubre todo los gastos”, informó el parlamentario Para mayor información de inscripciones y relación de cursos, comunicarse con el Sector de Cooperación Internacional de la Embajada al telf.: 4180508 o al correo: dcm-sec@lima.mfa.gov.il, así mismo, podrán encontrar mayor información en la página web http://lima.mfa.gov.il ",https://diariocorreo.pe/edicion/huancayo/atencion-israel-ofrece-becas-para-profesionales-de-lima-y-provincias-743089/
Jóvenes con buenas calificaciones a postular a Beca 18 ,El próximo sábado 22 y domingo 23 de abril serán las evaluaciones en la I.E. Ricardo Menéndez a las 7:30 a.m.,,      ,https://diariocorreo.pe/edicion/huancayo/jovenes-con-buenas-calificaciones-a-postular-a-beca-18-742476/
Sienten orgullo por Hitler yaulino que llegará a la Universidad de Harvard ,Jovencito de Castillapata sigue estudios de mecánica en UNMSM,27 de Marzo del 2017 - 12:00,"Dicen que nadie es profeta en su tierra, y así lo viene demostrando el estudiante Hitler Alanya Boza, quien viene estudiando Mecánica de Fluidos en la Universidad Nacional Mayor de San Marcos de Lima, Alanya Boza es noticia desde hace unos días atrás, puesto que es uno de los estudiantes de la Universidad Nacional Mayor de San Marcos que viajará a la Universidad de Harvard de Estados Unidos, donde 144 sanmarquinos fortalecerán su aprendizaje gracias al programa de la Fundación Laspau. Actualmente, Hitler Alanya de 22 años, cursa el séptimo ciclo de ingeniería mecánica, y por estar entre los primeros de su clase fue seleccionado para participar del programa. ORGULLO. Lo que viene logrando el estudiante huancavelicano, es un orgullo para el distrito de Yauli y el centro poblado Castillapata, de donde es natural Hitler Alanya. Así lo hizo saber la regidora de la Municipalidad Distrital de Yauli, Charela Quispe, quien dijo sentirse orgullosa. “Me siento orgullosa de que un yaulino humilde viene resaltando. Deja en alto a las comunidades campesinas de Yauli y Huancavelica. Es un ejemplo para todos”, manifestó Quispe Yalli, que también añadió que los jóvenes deben aprovechar sus estudios. En tanto, el docente José Gutiérrez, quien fue profesor de matemáticas de Hitler, señaló que el jovencito siempre destacó en distintas materias. “Era muy preparado. No estaba para la zona, por eso su papá lo llevó a Lima”, comentó Gutiérrez. Además contó que Hitler dejó Castillapata al culminar el segundo grado de secundaria para seguir estudios en Lima. De igual forma, manifestó que el nombre que lleva el estudiante es en honor a su abuelo que sirvió a la patria como militar. “En Castillapata hay muchos jovencitos que también salen por estudios”, añadió. BECARIO. Alanya Boza logró becas de estudio del PRONABEC. Estudio hasta segundo de secundaria en el colegio Andrés Bello.",https://diariocorreo.pe/edicion/huancavelica/sienten-orgullo-por-hitler-yaulino-que-llegara-a-la-universidad-de-harvard-739719/
En 60% se incrementa el índice de abandono a menores de edad,Niños y adolescentes son víctimas de abandono por temas laborales y violencia familiar,13 de Marzo del 2017 - 09:25,"En un 60% se incrementó el índice de niños y adolescentes en Arequipa en riesgo de ser abandonados, así lo señaló el director encargado de Aldeas Infantiles SOS, Jaime Lara. Actualmente son 350 familias en la región que forman parte del programa de fortalecimiento familiar, el cual consiste en que menores de edad nuevamente puedan desarrollarse junto a sus padres biológicos, a fin de prevenir casos de abandono. No obstante, la cifra de estos casos se ha incrementado a comparación de hace dos años en que se trataba a 200 familias. “Ha disminuido el número de jóvenes en albergue aldeas, pero se ha incrementado en los programas de fortalecimiento, la prevención es lo que estamos ahora fortaleciendo más”, precisó. ALDEAS. Aldeas infantiles SOS fue creada hace 33 años, tiene a su cuidado 600 niños de diferentes provincias de Arequipa como Caylloma y Camaná los cuales son ubicados en albergues. Asimismo, 104 menores son albergados en aldeas infantiles. Se detalló que estos menores de edad suelen ser víctimas de violencia familiar, abuso sexual, abandono por tema laboral y padres que padecen alcoholismo. Ellos son derivados a esta institución por decisión de una instancia judicial o administrativa a partir de la Unidad de Investigación Tutelar. El director encargado de aldeas infantiles SOS precisó que reciben subvenciones extranjeros, campañas, colectas y padrinos, quienes brindan recursos para financiar los gastos de los albergues. EDUCACIÓN. Por otro lado, se informó que de los 104 menores de aldeas infantiles, son 51 quienes han empezando o vienen estudiando una carrera técnica o universitaria, a quienes apoyan hasta los 22 años. Las carreras que prefieren son Derecho, Psicología, Ingeniería Industrial, Ingeniería Mecánica, entre otras. Algunos de ellos forman parte del Programa Nacional de Becas y Crédito Educativo (Pronabec). Locales. Aldeas infantiles SOS tienen 11 sedes a nivel nacional y dos locales en Arequipa, ubicadas en Cerro Colorado y Mariano Melgar.",https://diariocorreo.pe/edicion/arequipa/en-60-se-incrementa-el-indice-de-abandono-a-menores-de-edad-736757/
Ofrecen 100 becas para estudiar en Colombia y España,Los postulantes deben tener entre 18 a 22 años y una certificación de pobreza.,16 de Febrero del 2017 - 20:17,"Cien jóvenes del Perú, que hayan culminado la secundaria serán seleccionados para seguir una carrera en ingeniería, arquitectura o ciencias en las mejores universidades de Colombia y España, a través de Beca 18 Pregrado Internacional del Programa Nacional de Becas y Crédito Educativo. La beca otorga una subvención integral durante los 10 semestres. En conferencia de prensa en el expalacio municipal, la jefa del Pronabec, Irma Pilco Cayo, precisó que es para los egresados de colegios públicos o privados del 2012 al 2016 y que hayan obtenido un promedio de 15 en los tres últimos años.  Los postulantes deben tener entre 18 a 22 años y una certificación de pobreza. Pueden inscribirse en www.pronabec.gob.pe del 17 de febrero al 15 de marzo.",https://diariocorreo.pe/ciudad/ofrecen-100-becas-para-estudiar-en-colombia-y-espana-731768/
Nietos de víctimas de violencia política tendrán becas,Minjus modifica ley de reparaciones y aprueba transferencia de derecho,09 de Febrero del 2016 - 11:18,"Para resarcir el daño provocado por el proceso de violencia acontecido en el país durante los años 1980 y 2000, y dar prioridad a la necesidad de formación académica para descendientes de las víctimas, el Ministerio de Justicia y Derechos Humanos (MINJUS), según Decreto Supremo Nro. 001-2016-JUS, está facilitando la transferencia del derecho en educación del titular a un hijo(a )o nieto(a). Para este fin, se creará un registro especial de beneficiarios de reparaciones en educación, a cargo del Consejo de Reparaciones, órgano del MINJUS. INSCRIPCIÓN. El plazo para inscripción en el registro vencerá el 31 de diciembre de 2017. Todos los beneficiarios tendrán un plazo de 5 años, desde la fecha de inscripción, para ejercer su derecho a reparación educativa que va desde el otorgamiento de becas, reserva de vacantes en exámenes de admisión en instituciones educativas públicas de nivel técnico y superior; exoneración de pagos de matrícula, pensiones, derecho de examen de ingreso, grados y títulos académicos, certificados de estudios y servicios de comedor y vivienda. En ese sentido, el Pronabec efectuará la toma de exámenes gratuitos y descentralizados a este grupo beneficiado para que puedan accedar a Beca 18. A la fecha, el Pronabec ha destinado 722 becas de educación superior para víctimas de la violencia a través de la modalidad Beca REPARED.",https://diariocorreo.pe/ciudad/nietos-de-victimas-tendran-becas-652415/
Hijos y nietos víctimas de terrorismo podrán acceder a Beca 18,"Iniciativa busca resarcir el daño provocado por el proceso de violencia acontecido en el país durante años 1980 y 2000, y dar prioridad a la necesidad de formación académica para descendientes de las víctimas.",06 de Febrero del 2016 - 16:30,"Con el fin de permitir que los hijos y nietos de las víctimas de la violencia terrorista durante los años 1980 y 2000 accedan a Beca 18, el Programa Nacional de Becas y Crédito Educativo (Pronabec) modificó las bases de la convocatoria para este año. Esto se realizó en el marco de lo establecido por el Ministerio de Justicia y Derechos Humanos (Minjus), a través de su Decreto Supremo Nro. 001-2016-JUS, donde se estipula la transferencia del derecho en educación del titular a un hijo/hija o nieto/nieta. Mediante este decreto supremo, se modificó el reglamento de la Ley N° 28592 que creó el Plan Integral de Reparaciones, para que descendientes directos hasta segundo grado de consanguinidad de los afectados por la violencia, debidamente inscritos en el Registro Único de Víctimas, puedan acceder a becas y otros beneficios educativos que el Estado otorga a grupos vulnerables. El DS 001-2016-JUS, busca resarcir el daño provocado por el proceso de violencia acontecido en el país durante años 1980 y 2000, y dar prioridad a la necesidad de formación académica para descendientes de las víctimas. Para este fin se creará un registro especial de beneficiarios de reparaciones en educación, a cargo del Consejo de Reparaciones, órgano del Minjus. El plazo para inscripción en el registro vencerá el 31 de diciembre de 2017. Todos los beneficiarios tendrán un plazo de 5 años, desde la fecha de inscripción, para ejercer su derecho a reparación educativa que van desde el otorgamiento de becas, reserva de vacantes en exámenes de admisión en instituciones educativas públicas de nivel técnico y superior; exoneración de pagos de matrícula, pensiones, derecho de examen de ingreso, grados y títulos académicos, certificados de estudios y servicios de comedor y vivienda. En ese sentido, el Pronabec efectuará la toma de exámenes gratuitos y descentralizados a este grupo beneficiado para que puedan accedan a Beca 18. Te puede interesar: Beca 18: Tecsup ofrece carreras para estudiantes de la macroregión sur",https://diariocorreo.pe/ciudad/hijos-y-nietos-victimas-de-terrorismo-podran-acceder-a-beca-18-651890/
Pronabec: cuatro docentes viajarán a España y Estados Unidos para especialización,Ellos postularon a la convocatoria profesores titulados o licenciados en educación en la especialidad de inglés.,28 de Enero del 2016 - 18:38,"Cuatro docentes tacneños asistirán a especializaciones en España y Estados Unidos, becados por el Programa Nacional de Becas y Crédito Educativo (Pronabec) del Ministerio de Educación. Ellos postularon a la convocatoria profesores titulados o licenciados en educación en la especialidad de inglés, nombrados en instituciones educativas de gestión pública, en el nivel de educación secundaria; así como a directores, subdirectores y docentes nombrados, con experiencia laboral mínima de tres años, en centros de educación básica alternativa. A su retorno, los becarios deberán retomar sus plazas de origen y prestar servicios al sistema educativo público por un periodo de 3 años, aplicando lo aprendido en sus comunidades educativas, a fin de revertir los beneficios de la capacitación recibida por el Estado. La beca Idioma Inglés tendrá una duración de cuatro semanas presenciales y hasta tres semanas online. Por su parte, quienes asistan a las clases en Gestión Pedagógica tendrán 1 mes, o su equivalente a 4 semanas de estudios presenciales. La profesora Joselyn Muñoz, docente de la institución educativa Alfonso Ugarte, del distrito de la Yarada, manifestó sentirse feliz y agradecida por acceder a esta beca. “Esta oportunidad premia el esfuerzo y dedicación de muchos maestros y maestras que día a día dan todo su esfuerzo en las aulas”, señaló. Subrayó la necesidad de apoyar y apostar por la educación a la que calificó como la base fundamental para el verdadero desarrollo de nuestra nación. Las convocatorias ofrecían 200 vacantes para la Beca Idioma Inglés y 100 para Gestión Pedagógica para Directores, Subdirectores y Profesores nombrados de Centros de Educación Básica Alternativa Públicos",https://diariocorreo.pe/edicion/tacna/pronabec-cuatro-docentes-viajaran-a-espana-y-estados-unidos-para-especializacion-649905/
Lanzan 500 becas para hijos de docentes con buenas notas ,Hijos de maestros tendrán acceso a becas de estudio,20 de Enero del 2016 - 11:57,"El Ministerio de Educación (Minedu) a través del Programa Nacional de Becas y Crédito Educativo (Pronabec), lanzan la nueva beca “Excelencia Académica Hijos de Docentes” dirigida a jóvenes peruanos hijos de docentes de la Carrera Pública Magisterial, egresados de educación secundaria de instituciones públicas o privadas a nivel nacional (durante los años 2011, 2012, 2013, 2014 Y 2015) en condición de excelencia académica. REQUISITOS. Para esta convocatoria son 500 becas integrales y para postular es necesario contar con un promedio académico mínimo de 15 para instituto y 16 si postulan a una universidad. Los jóvenes que obtengan la beca podrán estudiar en las instituciones de educación superior en convenio como: Pontificia Universidad Católica del Perú, Universidad Peruana Cayetano Heredia, Universidad del Pacífico, Universidad de Piura y el Instituto Tecsup. Entre las carreras elegibles que ofrece esta beca tenemos: economía, estadística, ciencias de la información, física, geografía y medio ambiente, biología, enfermería, farmacia y bioquímica, nutrición, matemáticas, química, terapia física y rehabilitación, finanzas, radiología, dentro de las carreras de ingeniería, civil, minas, telecomunicaciones, geología, industrial, mecánica, mecatrónica, empresarial, entre otros. Esta beca tiene una duración por un periodo máximo de diez (10) semestres académicos consecutivos para universidades y seis (06) para institutos o el mínimo requerido para completar la carrera profesional, conforme al Plan de Estudios de cada Institución Educativa Superior (IES), siempre que se haya aprobado todos los ciclos de estudios. INSCRIPCIÓN. La beca cubrirá: matricula, pensión y título profesional, así como útiles de escritorio, movilidad local, alimentación, y seguro médico. Ingresar www.pronabec.gob.pe",https://diariocorreo.pe/ciudad/lanzan-500-becas-para-hijos-de-docentes-con-buenas-notas-647930/
Beca 18 lanza convocatoria para jóvenes en Junín,"Los jóvenes ingresantes podrán solicitar su constancia respectiva, que les permitirá a comenzar su inscripción virtual.",19 de Enero del 2016 - 10:23,"La Unidad Regional del Pronabec Junín en coordinación con las instituciones de educación superior elegibles para Beca 18 convocatoria 2016, vienen convocando a jóvenes de la región, a rendir el examen de admisión gratuito que aplicarán las universidades e institutos que arribarán a Huancayo y otros provincias de la región Junín. El objetivo es brindar a los postulantes, las distintas opciones de estudio y carreras profesionales que son elegibles para Beca 18. Los jóvenes ingresantes podrán solicitar su constancia respectiva, que les permitirá a comenzar su inscripción virtual. La programación de exámenes serán descentralizados, y se desarrollarán desde el 25 de enero al 02 de Febrero. Elelia Pastrana, jefa de la Unidad Regional del Pronabec Junín, dijo que se viene convocando a los jóvenes de los más de 120 distritos y lugares alejados de nuestra región, los mismos que deben cumplir con los requisitos mínimos. La convocatoria e informes también lo están difundiendo en los municipios, medios de comunicación, autoridades, UGEL, directores de colegios y otros aliados estratégicos. ÉXITO. El Programa Nacional de Becas y Crédito Educativo (Pronabec) concedió más de 69 mil becas, 2 mil créditos educativos y ha canalizado más de 11 mil becas de la Cooperación Internacional desde el 2011 al 2015.",https://diariocorreo.pe/ciudad/beca-18-lanza-convocatoria-para-jovenes-en-junin-647603/
Piura: Cientos postulan a Becas 18,"Jóvenes del distrito de La Unión, Piura, rindieron examen.",,     ,https://diariocorreo.pe/edicion/piura/piura-cientos-postulan-a-becas-18-646913/
Pronabec: Ofrecen 50 becas para estudios de posgrado en universidades extranjeras,Los postulantes deberán ser parte del tercio superior,13 de Enero del 2016 - 13:16,"El gobierno ofrecerá cincuenta becas para estudiar maestrías y doctorados en universidades del extranjero. Las becas serán otorgadas por el Programa Nacional de Becas y Crédito Educativo del Ministerio de Educación (Pronabec) Los personas interesadas en adquirir una de estas becas deberán contar con el grado de bachiller o título profesional, constancia de haber pertenecido al tercio superior durante los estudios de pregrado, tener menos de 33 años para el caso de maestría y 36 para doctorado, además de contar con la carta de aceptación de una universidad elegible. Cabe recalcar que los estudios de posgrado se realizarán en las instituciones de educación superior extranjeras ubicadas entre las 400 primeras universidades del mundo, informó la agencia Andina. Para ello, los postulantes tramitarán su admisión a los programas de posgrado que se realizarán a tiempo completo y dedicación exclusiva. El Estado peruano cubrirá los costos académicos y gastos de manutención en el país de destino, incluyendo los pasajes internacionales y seguro de vida durante el periodo de permanencia, que tendrá como máximo dos años para los estudios de maestría y cuatro para doctorados. ",https://diariocorreo.pe/ciudad/pronabec-ofrecen-50-becas-para-para-estudios-de-posgrado-en-universidades-extranjeras-646392/
Pronabec: inician convocatoria para Beca 18 este 2016,Se ofrecen 5 mil becas para estudiar en universidades e institutos superiores tecnológicos.,03 de Enero del 2016 - 12:53,"El Ministerio de Educación, a través del Programa Nacional de Becas y Crédito Educativo (Pronabec), inició la convocatoria de Beca 18 para el 2016, que otorgará 5 mil becas para estudiar carreras de pregrado en universidades e institutos superiores tecnológicos y pedagógicos nacionales. La convocatoria está dirigida a jóvenes peruanos con alto rendimiento y bajos recursos económicos. La beca es integral y cubre los costos de matrícula, pensión y material de estudios, laptop, idioma extranjero, nivelación académica (solo en universidades) y titulación. Asimismo, otorga una subvención para el pago de los útiles de escritorio, movilidad local, transporte interprovincial (solo al inicio y término de la beca), así como alojamiento y alimentación (cuando corresponda). Beca 18 se otorga por un periodo máximo de 10 semestres académicos consecutivos para universidades y 6 para institutos o el mínimo requerido para completar la carrera elegida, conforme al plan de estudio de la institución de educación superior. Atención a los requisitos Los postulantes deben ser peruanos de nacimiento, acreditar alto rendimiento académico (los promedios varían dependiendo de la modalidad de Beca 18 a la que postula), haber culminado la secundaria en un colegio público o privado desde el 2013 hasta el 2015 (este requisito no será exigido para licenciados del Servicio Militar Voluntario). Asimismo, deben encontrarse en situación de pobreza o pobreza extrema, según el reporte oficial del Sistema de Focalización de Hogares (Sisfoh), tener hasta 22 años al 31 de diciembre de 2015 (con excepción de postulantes víctimas de violencia desde el año 1980) y haber ingresado a una universidad o instituto elegible por el Pronabec. La inscripción al concurso 2016 se realizará vía internet, cargando todos los documentos solicitados al Sistema de Becas (SIBEC) que se encuentra en la página web del Pronabec. El plazo de postulación es hasta el 29 de febrero del 2016 para quienes postulen a instituciones educativas privadas y 31 de marzo para quienes elijan las instituciones educativas públicas.",https://diariocorreo.pe/edicion/tacna/pronabec-inician-convocatoria-para-beca-18-este-2016-644013/
Pronabec: amplían plazo para postular a beca 18 internacional Colombia,"Entre los requisitos de postulación se encuentran haber culminado la secundaria entre el 2010 y 2014, con un promedio mínimo 15 en los últimos tres años de estudios.",13 de Diciembre del 2015 - 12:31,"Hasta el 15 de diciembre fue ampliado el plazo de pre inscripción a la Beca 18 Internacional Colombia, lanzada por el Programa Nacional de Becas y Crédito Educativo, del Ministerio de Educación. “Además de la ampliación del cronograma de pre inscripción, en esta oportunidad se va a permitir la postulación de menores de edad, siendo indispensable la presentación del DNI de los padres para efectuar la postulación”, informó Hugo Carrillo, jefe regional del Pronabec en Tacna. Asimismo, el funcionario sostuvo que “quienes concluyan satisfactoriamente esta primera etapa, pasarán a la evaluación por parte de las universidades elegibles, para lo cual se habilitará un link en la página web del Pronabec www.pronabec.gob.pe, donde deberán llenar un cuestionario a través del cual serán evaluados”. Entre los requisitos de postulación se encuentran haber culminado la secundaria entre el 2010 y 2014, con un promedio mínimo 15 en los últimos tres años de estudios, tener menos de 22 años al momento de la postulación y encontrarse en situación de pobreza o pobreza extrema, según el Sisfoh. Entre las carreras elegibles se encuentran: ingeniería en telecomunicaciones, diseño de entretenimiento digital, nanotecnología, diseño de vestuario, diseño industrial, ingeniería aeronáutica, ambiental, financiera y textil.",https://diariocorreo.pe/edicion/tacna/pronabec-amplian-plazo-para-postular-a-beca-18-internacional-colombia-639658/
