Titulo,Resumen,Fecha,Contenido,Link
Vraem: Pichari recibió más de 8 mil atenciones médicas,Esta es la séptima campaña médica y de servicios del año que se desarrolló entre el 15 y 18 de diciembre,19.12.2017 / 03:36 pm,"Un aproximado de 8 mil atenciones médicas y de otros servicios se 
registraron en el distrito de Pichari, en Cusco, en el marco de las acciones impulsadas por el Comando Conjunto de las Fuerzas Armadas para luchar contra la pobreza en la zona del Valle de los ríos Apurímac, Ene y Mantaro (VRAEM). Esta campaña, la séptima del año, se desarrolló entre el 15 y 18 de diciembre. Las personas pudieron acceder a atenciones médicas  gratuitas en las especialidades de Medicina General, Medicina Interna, Oftalmología, Dermatología, Cardiología, Gastroenterología, Pediatría, Ginecología, Cirugía General, Geriatría, Traumatología, entre otras especialidades. Además, Pichari recibió información y orientación de programas y servicios como DeVida, Cuna Más, Pensión 65, País, Foncodes, Pronabec, entre otras.  En lo que va del año, son 40 mil las atenciones gratuitas brindadas a la población del VRAEM. Estas alcanzaron los centros poblados de Villa María (Junín), Pucyura en el (Cusco), Puerto Ocopa (Junín), Anchihuay (Ayacucho), y los distritos de Mazamari (Junín), Canayre (Ayacucho) y Pichari (Cusco). MÁS DE PERÚ",https://elcomercio.pe/peru/vraem/vraem-poblacion-pichari-recibio-8-mil-atenciones-medicas-noticia-482728
Fuerzas Armadas de 7 regiones podrán acceder a beca,"Para participar es necesario contar con la nacionalidad peruana, así como ser licenciado o ser miembro activo del Ejército, Marina o Fuerza Aérea",06.12.2017 / 11:39 am,"Personal de las tres instituciones de las Fuerzas Armadas (Ejército, Marina y Fuerza Aérea) de 7 regiones del país podrán acceder a 300 becas de estudios en formación técnica, informó el Programa Nacional de Becas y Crédito Educativo (Pronabec). Este lanzamiento forma parte del concurso Beca Técnico-Productiva-Fuerzas Armadas, puesto en marcha con el fin de mejorar las competencias laborales de su personal. Las regiones beneficiadas son Cusco, Junín, Lima, Loreto, Piura, Tacna y Tumbes. Para participar es necesario contar con la nacionalidad peruana, así como ser licenciado o miembro activo de las Fuerzas Armadas. Asimismo, los postulantes deben vivir en una de las regiones antes mencionadas. Las becas se distribuirán de la siguiente manera: 40 para Cusco, 40 para Junín, 80 para Lima, 40 para Loreto, 20 para Piura, 40 para Tacna y 40 para Tumbes. El becario recibirá una formación teórico-práctica de 400 horas por cuatro meses. Además, la beca cubrirá los costos académicos y la manutención (alimentación, movilidad local y material de estudio). Las inscripciones para postular a una de las 300 becas comenzaron el 1 de diciembre y finalizarán el 8 de este mes. Los interesados pueden inscribirse a través de la página web del Pronabec. MÁS DE PERÚ",https://elcomercio.pe/peru/fuerzas-armadas-7-regiones-podran-acceder-beca-formacion-tecnica-noticia-479416
Títulos obtenidos en Australia: ¿Sunedu reconocerá grados?,Superintendencia Nacional de Educación Superior Universitaria respondió por casos de estudiantes peruanos que cursaron maestrías y doctorados en universidades australianas,23.11.2017 / 10:25 am,"La Superintendencia Nacional de Educación Superior Universitaria (Sunedu) solo puede reconocer los títulos de los países con los que el Perú tiene Convenios de Reconocimiento de Grados y Títulos, que son 61 en total, según indican en su página web. David Grández, usuario de Twitter y quien se identifica como abogado por la Pontificia Universidad Católica del Perú (PUCP), indicó a través de la red social que más de 200 becarios de Pronabec y Servir, egresados de universidades australianas, ""no pueden trabajar ni enseñar en Perú porque Sunedu se niega a reconocer sus títulos"". En un comunicado, un grupo de graduados de maestría y doctorados de universidades australianas y beneficiarios de las becas relataron que la institución justifica su negativa en que no existe convenio con Australia sobre esos temas. ""La negativa de Sunedu impide a los becarios del Pronabec cumplir con el ""compromiso de servir al país"". Este compromiso exige a los becarios trabajar en el país por tres años, así como ser profesor en una universidad pública por un año. El incumplimiento de este compromiso nos obligaría a devolver lo invertido en la beca"", sostienen. Por su parte, el congresista de Peruanos por el Kambio, Alberto de Belaunde, indicó en su cuenta de Twitter que ha solicitado a la Sunedu que enmienden este problema. Ante este caso, Sunedu indicó que además de reconocer los títulos de los 61 países, reconoce grados y títulos de países con los que se ha firmado Tratado de Libre Comercio (TLC), tal como EE.UU. En este sentido, Australia es un país que no firma convenios de reconocimiento bilaterales y actualmente no existe un TLC con el Perú. No obstante, este último está en proceso de negociación, indicaron. La Sunedu agregó que impulsará las coordinaciones interinstitucionales que sean necesarias para agilizar el proceso de reconocimiento de grados y títulos extranjeros con Australia. MÁS DE PERÚ",https://elcomercio.pe/peru/titulos-obtenidos-australia-sunedu-reconocera-grados-noticia-475757
Congreso: ¿Cómo va el debate de la Ley de Presupuesto 2018?,La Comisión de Presupuesto aprobó el proyecto de ley de presupuesto del 2018. El documento será votado por el pleno del Congreso el próximo martes,23.11.2017 / 08:25 am,"Aunque nuestra selección haya dado por terminada la “era de la calculadora” después de 36 años, el Gobierno y el Congreso están enfrascados en el tradicional debate de sumas y restas para aprobar el presupuesto del próximo año. El centro de la discusión estuvo esta semana en la Comisión de Presupuesto, presidida por la parlamentaria fujimorista Karina Beteta. Claudia Cooper, ministra de Economía y Finanzas, prácticamente mudó su oficina a la sede del Legislativo en los últimos días, pues participó activamente en la discusión de los predictámenes de los proyectos de la Ley General de Presupuesto, de Endeudamiento y Equilibrio Financiero para el próximo año. Uno de los ejes del debate se dio alrededor de la emisión de bonos soberanos, pues la comisión propuso que la contraloría emitiese opinión previa a este tipo de operaciones en un plazo de 48 horas. Sin embargo, después del debate, se aprobó la propuesta de Cooper, con la que el MEF tendría hasta 30 días después de la culminación de una operación –sea de bonos nuevos, requisitos de montos y/o emisión– para informar tanto a la Comisión de Presupuesto como a la contraloría de la transacción. Para el Ejecutivo, la propuesta original del Congreso hubiese complicado las emisiones de deuda soberana, sujetas a las ‘ventanas de oportunidad’ de los mercados de capitales. Otro punto en discusión fue el retiro de la propuesta del Ejecutivo para que los ministerios pudieran –solo durante el 2018– aprobar modificaciones presupuestarias en el nivel institucional mediante decretos supremos, a favor de sus organismos públicos adscritos, en lugar de tener que buscar la aprobación del Parlamento. Además, los ministerios tendrían hasta los primeros 90 días calendario del 2019 para informar a la Comisión de Presupuesto sobre estas acciones. Aunque la ministra Cooper apoyó la iniciativa, presentando incluso una modificación a esta que establecía un porcentaje máximo por transferir, la comisión no aprobó la solicitud. Por ello, la disposición fue removida del proyecto original, lo que despertó la preocupación de Cooper. “No queremos que las obras lleguen tarde a los ciudadanos. El trámite con el Congreso atrasa el tema algunos meses. Nos gustaría mantener la flexibilidad de las transferencias”, afirmó durante una de sus intervenciones en el debate. EDUCACIÓN Uno de los sectores que recibió más observaciones cuando el Ejecutivo presentó su proyecto a finales de agosto fue Educación, pues su participación en el presupuesto cae de 18,4% en el 2017 a 17,5% el próximo año. También se reduce la proporción del PBI destinada al sector, de 3,8% a 3,7%. Ante las críticas, el MEF aclaró en setiembre que, de los S/7.078 millones destinados a la reconstrucción con cambios el próximo año, se asignarían unos S/880 millones al sector Educación. Incorporando esta cifra, el presupuesto en este rubro se mantendría en 3,8% del PBI y en términos nominales crecería 8,1%. Sin embargo, este argumento no bastó para calmar las inquietudes del Congreso sobre el aumento salarial prometido a los docentes tras la huelga magisterial de este año. Para cumplir con la promesa, se necesitan alrededor de S/1.360 millones, mientras que el incremento de los recursos del sector, incluyendo los S/880 millones estimados para reconstrucción, equivale a S/2.136 millones. “Los S/1.300 millones [destinados a los aumentos de docentes] están consignados en el presupuesto de Educación, pero serán transferidos a las regiones apenas el proyecto sea aprobado en el pleno”, detalló el titular del Minedu, Idel Vexler, a este Diario. Agregó que, antes de asistir a la Comisión de Presupuesto a inicios de esta semana, planteó y coordinó con el MEF una reasignación de sus recursos para elevar las remuneraciones de las cuidadoras del Programa No Escolarizado de Educación Inicial (Pronei), así como de los auxiliares de educación y de los docentes de institutos pedagógicos, entre otros. Además, indicó que estos recursos también serán destinados a la implementación de la Dirección de Tutoría y Orientación. Vexler también confirmó que no se hizo cambios en el programa presupuestal que alberga a Beca 18, por lo que se mantiene el recorte planteado inicialmente de 10,8% en sus recursos, lo que significaría un 25% menos de becarios en continuidad y un 20% menos de nuevas becas. Sin embargo, resaltó que el Pronabec entrará en una fase de re ordenamiento y fortalecimiento. SALUD A pesar del fuerte incremento consignado en el proyecto presentado este año en Salud –que representa un alza de 16% versus el 2017–, el Ejecutivo no lograría cumplir una de sus promesas electorales: aumentar los recursos del sector en 0,5% del PBI cada año. “Presupuesto 2018: a Salud solamente se aumentará 0,34% del PBI (S/2.251 millones). Promesa incumplida de PPK: Prometió 0,5% del PBI”, publicó el congresista Segundo Tapia en Twitter luego de conocer el proyecto. Ante las críticas, el MEF hizo hincapié en la tendencia ascendente de los montos totales asignados, explicados principalmente por una transferencia significativa al Sistema Integral de Salud (SIS), pues el Ejecutivo busca dejar de acumular deudas en este seguro. Otro componente del incremento del gasto del sector se enfocará en la compra de medicamentos, mantenimiento e inversiones en infraestructura. A pesar de las críticas, el documento está en su fase final y sería aprobado por el pleno del Congreso el martes. Lea más noticias de Economía en...",https://elcomercio.pe/economia/peru/congreso-debate-ley-presupuesto-2018-noticia-476027
"La ley antimermelada, por Fernando Cáceres","El uso de la publicidad es importante en la gestión de las políticas públicas. A veces, imprescindible.",22.11.2017 / 05:30 am,"Cuando enfrentamos la reciente huelga docente en el Ministerio de Educación, teníamos un inmenso reto comunicacional. A pesar del paquete importante de beneficios que había aprobado el Ejecutivo, no lográbamos llegar a la mayoría de docentes para transmitirles las nuevas condiciones laborales. Había un tapón: los docentes ideologizados, que se beneficiaban con la continuación de la huelga por el incremento de su capital político, usaban las redes sociales para desinformar a los demás: “el aumento de S/2.000 ofrecido será solo por dos meses”, “el próximo año se incrementarán las horas de trabajo”, “se entregarán 50.000 colegios a empresarios privados en concesión por 20 y 30 años”, etc. Las redes sociales al alcance del Ministerio de Educación eran insuficientes. La posverdad reinaba. Si no se hubiera podido contratar pauta publicitaria para explicar el paquete de beneficios aprobado, como ha propuesto el congresista Mulder, sino solo Internet y canales estatales, hubiera sido difícil romper la adhesión a la plataforma de Pedro Castillo por parte de aquellos maestros que genuinamente querían mejoras en sus condiciones laborales. Y no estoy hablando de pauta en medios de alcance nacional, sino en medios locales que lideran las audiencias. Además, pensemos en los servicios de salud que ofrece el Estado. Para gestionar una epidemia o un desastre natural adecuadamente, el Estado debe enviar mensajes masivos de manera oportuna; bajo riesgo de que el problema se propague o cause más muertos o enfermos. Y en los últimos tres meses, según el Foro Económico Mundial, solo el 40,9% de la población peruana utilizó Internet, sea red fija o móvil. De ahí que la propuesta del congresista Mulder de prohibir la publicidad estatal en medios masivos, entusiastamente aplaudida por el fujimorismo, sea tan descabellada. El uso de la publicidad es importante en la gestión de las políticas públicas. A veces, imprescindible. Las redes sociales y los canales estatales, que él propone usar como alternativa de comunicación, son insuficientes para llegar a la mayoría de peruanos. Esto no quiere decir que no haya nada que cambiar. Hoy en día, por increíble que parezca, hay medios donde el Estado paga hasta tres veces más que las empresas privadas por pauta publicitaria, a pesar de que paga antes que las empresas. Además, ha habido casos en los que se ha usado más pauta publicitaria de la necesaria, y que deberían ser revisados por la contraloría. Por ejemplo, durante el 2012, la publicidad contratada por Pronabec en medios masivos fue 87 veces más alta que la invertida durante el 2016. En tanto, a lo largo del 2013 fue 72 veces mayor que el 2016 (y hubo medios claramente privilegiados). En línea con lo anterior, hace pocos días la Corte Suprema de México ordenó al Congreso que en los siguientes meses expida una ley en la que se regulen las restricciones al gasto en publicidad estatal, interpretando que la falta de criterios claros para asignar el gasto de comunicación social promueve un ejercicio arbitrario del presupuesto, en la medida en que permitiría que se canalicen recursos hacia medios afines a las posiciones del Gobierno, con lo que se restringe indirectamente la libertad de expresión. Regular los criterios para asignar publicidad estatal no es una ley mordaza. De hecho, ya existe una norma que regula la publicidad estatal, aunque de manera bastante incompleta. Sin embargo, bien haría el Congreso en apuntar bien las balas para que el tiro no salga por la culata. El objetivo es evitar afectar los recursos de los contribuyentes con tarifas absurdas, lluvias de millones en favor de medios amigos y uso de publicidad donde pueden conseguirse espacios sin necesidad de pago. Pero no todo es mermelada.",https://elcomercio.pe/opinion/columnistas/ley-antimermelada-fernando-caceres-noticia-475677
Grupo Ramírez: colaboradores aportaron a Fuerza Popular,Fiscalía de lavado de activos ha identificado que personas vinculadas al consorcio empresarial dieron dinero al partido naranja,21.11.2017 / 08:10 am,"La fiscalía de lavado de activos ha identificado a personas allegadas al Grupo Ramírez que habrían prestado su nombre para aportar dinero para campañas de Fuerza Popular. El Ministerio Público decidió a inicios de noviembre reabrir una investigación contra el ex secretario general de Fuerza Popular Joaquín Ramírez por presunto lavado de activos. La indagación incluye a la lideresa de la mencionada agrupación, Keiko Fujimori. El documento de reapertura menciona en su página 26 que se han constituido diversas empresas con un capital mínimo de dinero, el cual iba creciendo a sumas elevadas sin que exista algún sustento. Además, se apunta que han existido ""presta nombres"" que han colaborado dentro de dicho período de tiempo con dinero de presunta procedencia ilícita. El programa de TV “Primer Plano” reveló este lunes que dos documentos de la Oficina Nacional de Procesos Electorales (ONPE), uno del primer trimestre del 2015 y otro del primer trimestre del 2016, evidencian que trabajadores del Grupo Ramírez fueron activos aportantes de Fuerza Popular. Publicegen, empresa de publicidad, registró su dirección en el misma de Compañía General de Combustibles Granel S.R.L. - Cogeco Granel S.R.L., del hoy legislador Osías Ramírez. La empresa aportó en tan solo seis meses S/37 mil a la agrupación fujimorista.  La primera gerenta de Publicegen fue Sandra Morán. En el 2010, la entonces estudiante de 23 años fundó la empresa con S/300. Dos años después, la empresa aumentó su capital en S/52 mil soles, siempre bajo la gerencia de Morán. Sin embargo, para la investigación de crimen organizado, salta a la vista que en el 2013 Sandra Morán haya solicitado una beca en Pronabec para estudiar educación inicial en un instituto del Cercado de Lima, pese a su exitosa gestión al mando de Publicegen. Finalmente, el beneficio educativo le fue otorgado. En el 2014, Morán transfirió la gerencia a Evelyn Paredes, otra trabajadora del Grupo Ramírez que incrementó el capital de la empresa en S/268 mil, y apareció otro socio, Rolando Terrones, también trabajador del Grupo Ramírez. Según documentación de la ONPE, la nueva gerenta y el nuevo socio de Publicegen también fueron aportantes de Fuerza Popular en el primer trimestre del 2015. “[¿Hace cuánto no trabajas en el Grupo Ramírez?] Bueno, ya muchos años. Inclusive ya ni vivo en Lima. Yo me vine a provincia por temas personales. No estoy viviendo en Lima actualmente. Yo el día que se hizo todo el trámite respecto a eso y dejé de trabajar me dieron mi liquidación. Yo era asistente personal de uno de los hermanos [Ramírez]. Yo ya he ido a la fiscalía por la investigación al señor Joaquin Ramírez”, respondió Sandra Morán. La fiscalía también menciona a otras personas. Por ejemplo, Marcos Aponte fue gerente del Grupo Ramírez y aportó S/4.642,50 a Fuerza Popular. Harold Morales, también trabajador del consorcio, aportó igual cantidad de dinero. Mientras que Compañía General de Combustibles Granel S.R.L. aportó S/21.581,00. Vale anotar que la investigación sobre Joaquín Ramírez también alcanza al congresista fujimorista Osías Ramírez y al fundador de la Universidad Alas Peruanas, Fidel Ramírez. Estos dos son familiares del ex secretario general de Fuerza Popular. MÁS EN POLÍTICA...",https://elcomercio.pe/politica/grupo-ramirez-colaboradores-aportaron-fuerza-popular-noticia-475309
Becarios del Minedu enseñarán en escuelas desde el 2020,Casi 1.500 beneficiarios del programa “Vocación de Maestro” estudian la carrera de Educación en Lima y otras 8 regiones,20.11.2017 / 05:56 pm,"Desde el año 2014, el Ministerio de Educación (Minedu), a través del Programa Nacional de Becas y Crédito Educativo (Pronabec), ha otorgado 1.497 becas “Vocación de Maestro” para instituciones de educación superior de Lima, Piura, Lambayeque, Arequipa, Cajamarca, Áncash, Pasco, Puno y Cusco.

La primera promoción egresará en el segundo semestre del 2019 y a partir del siguiente año podrán trabajar en las escuelas públicas del país por tres años. ""Quiero felicitarlos porque ustedes son los agentes generadores del cambio que queremos en la educación"", dijo el viceministro de Gestión Pedagógica, Guillermo Molinari, al inaugurar el primer encuentro de docentes del futuro que se realizó en el colegio Teresa Gonzales de Fanning y al que asistieron más de 300 becarios de distintas regiones del país que siguen la carrera de Educación en universidades e institutos de la capital. El objetivo de esta beca es contar con ""una nueva generación de maestros que reúnan las condiciones necesarias para lograr mejores aprendizajes en los estudiantes y que contribuyan al desarrollo integral de los niños y adolescentes del país"", agregó Molinari. Labeca financia la carrera de Educación en las mejores instituciones de educación superior del país a jóvenes con alto rendimiento académico y vocación docente. Cubre la matrícula, pensión de estudios, costos para el grado de bachiller y título profesional, así como los gastos de alimentación, movilidad, útiles, asesoría de tesis, alojamiento y seguro médico. Lee también:",https://elcomercio.pe/lima/sucesos/becarios-minedu-ensenaran-escuelas-2020-noticia-475327
Great Place to Work incluye a empresa peruana en su ránking,"El instituto que reconoce a las mejores empresas para trabajar en el mundo, publicó su ránking global 2017. De las 25 compañías reconocidas, ocho son corporaciones internacionales con filiales en Perú",26.10.2017 / 12:05 pm,"Great Place to Work (GPTW), instituto que reconoce a las mejores empresas para trabajar en el mundo, publicó su ránking global 2017. De las 25 empresas reconocidas, ocho son corporaciones internacionales con filiales en Perú. Resalta también que de las 25 empresas, tres son de origen latinoamericano. Para elaborar el ránking global, se tomaron en cuenta a 6.600 organizaciones que emplean a 14 millones de personas en 57 países. El primer requisito para figurar en el ránking es que las organizaciones deben haber sido incluidas en el último año dentro de la lista nacional de Las Mejores Empresas para Trabajar de GPTW en al menos cinco países. Ese factor se suma a un tema de gestión. “Aún hay un sector grande de empresas importantes que continúa con un estilo conservador de gestión humana, vertical y no tan inclusivo. Esto finalmente tiene impacto en los resultados del negocio”, señala Ana María Gubbins, gerenta general de GPTW Perú. Lea más noticias de Economía en...",https://elcomercio.pe/economia/peru/great-place-to-work-incluye-empresa-peruana-ranking-noticia-468903
"Subiéndose al carro de la gratuidad, por María Isabel León","""Debemos reflexionar si debemos continuar subvencionando la educación superior pública y gratuita a favor de todo aquel que libremente desee tomarla"".",14.10.2017 / 06:00 am,"En el Perú solo la educación básica es obligatoria y además gratuita en las instituciones del Estado, según reza el artículo 17 de la Constitución. En el caso específico de la universidad, se señala que el Estado garantiza el derecho a educarse “gratuitamente” en los establecimientos de su propiedad a los alumnos que mantengan un rendimiento satisfactorio y no cuenten con recursos económicos necesarios para cubrir los costos que demanda la educación. En pocas palabras, para gozar de la gratuidad en la educación superior pública se deben cumplir dos variables absolutamente claras: tener rendimiento satisfactorio y no contar con recursos económicos para cubrir sus costos. ¿Pero sucede esto en realidad? Recientemente, 22.910 jóvenes postularon a las 2.136 vacantes ofrecidas en las diferentes áreas profesionales por la Universidad Nacional Mayor de San Marcos. Es decir, solo un 9,5% del total de postulantes tuvo acceso a esta universidad estatal. De estos aspirantes, según un informe publicado en el diario “La República”, 11.395 provenían de colegios estatales y 11.515 de colegios privados. Definitivamente una buena purga en la selección de ingreso que permitió a esta universidad admitir solo a aquellos con mejor rendimiento, ¿pero se verificó acaso la segunda condición para la gratuidad? San Marcos, que recibe el mayor presupuesto público para una universidad a nivel nacional, tiene una proyección para el 2018 de 485 millones de soles (269 provenientes de recursos ordinarios y 216 directamente recaudados); atiende a más de 29.000 jóvenes; y cuenta con 3.441 docentes (de los cuales solo 375 son contratados y 3.066 son nombrados, según el registro administrativo del MEF). En comparación, el Programa Nacional de Becas y Crédito Educativo (Pronabec) creado en el 2012 durante el gobierno pasado –y que goza también de amparo constitucional conforme al segundo párrafo del mismo artículo 17 que señala que “con el fin de garantizar la mayor pluralidad de la oferta educativa, y a favor de quienes no puedan sufragar su educación, la ley fija el modo de subvencionar la educación privada en cualquiera de sus modalidades”– tiene un presupuesto proyectado al 2018 de 923 millones de soles, con los cuales financia la educación de 54 mil becarios, principalmente en el sector privado. El 80% de ellos son de pregrado, Beca 18, y este volumen cubre en 84% a jóvenes del interior del país. De las becas otorgadas, el 73% fueron asignadas a jóvenes de pobreza extrema y 27% a jóvenes pobres, según fuente de Sibec. Es decir, mientras que San Marcos con 485 millones de soles atiende a cerca de 29 mil estudiantes que provienen de colegios públicos y privados sin distinción, Pronabec, con 923 millones de soles, atiende a más de 54 mil jóvenes de pobreza y pobreza extrema comprobada, a los que, además, entrega mensualmente un monto de dinero en calidad de subvención para vivienda, alimentación y transporte, ascendente a S/860 si son de Lima o a S/1.200 si vienen de provincia. Interesante información que nos debe llevar a la reflexión de si estamos destinando adecuadamente los recursos de la universidad pública a quienes, conforme con la Constitución, tienen buen rendimiento y escasos recursos económicos como sucede con los beneficiarios de Pronabec, o si estamos subvencionando de alguna manera la educación superior gratuita de quienes habiendo estudiado en el sector privado, podrían (condicional) contar con recursos suficientes para financiar también su educación superior. Otro caso interesante es el del Centro de Formación en Turismo (Cenfotur), que tiene proyectado recibir para el 2018 del presupuesto fiscal del Estado, en calidad de recursos ordinarios, poco más de 11 millones de soles para su sede Lima. Si bien la cifra es pequeña y no debería llamar mucho la atención, sí lo hace –y mucho–, pues el ‘pequeño detalle’ es que esta entidad cobra, además, pensiones mensuales a sus alumnos, las cuales son semejantes a las que aplican en entidades privadas del mismo sector, y que por cierto no gozan de ningún tipo de asignación de recursos públicos, como sí sucede con Cenfotur. Por ello, debemos reflexionar –como sociedad solidaria y comprometida con el verdadero desarrollo del país– en si debemos continuar subvencionando la educación superior pública y gratuita a favor de todo aquel que libremente desee tomarla, sin ningún tipo de filtro ni distinción, o si acaso debemos reorientar nuestros recursos públicos para beneficiar con el servicio de educación superior gratuita –y no obligatoria, por cierto– solo a aquellos que, como señala la Constitución, tengan buen rendimiento y a la vez no tengan recursos para financiarla. Lo cierto es que la educación gratuita se convierte en un mito en realidad, pues el Estado la garantiza a expensas de los impuestos que pagamos todos, y se convierte, además, en un lucro unilateral de aquellos que pudiendo financiarla se suben al carro de la gratuidad.",https://elcomercio.pe/opinion/colaboradores/subiendose-carro-gratuidad-maria-isabel-leon-noticia-465606
Ingenio de alto vuelo: Mateo Huaman y su detector de sismos llegaron a Lima [FOTOS],"“El detector de sismos es para que las personas estén alertadas”, explicó Mateo tras arribar al COEN del Ministerio de Defensa",07.10.2017 / 06:10 am,"El mismo escenario desde donde hace medio año se monitoreaban los desastres de El Niño costero, ayer se convirtió en el auditorio del ingenioso Mateo Huaman Lonconi, alumno del colegio Humberto Luna de Cusco, que demuestra con su proyecto la nobleza que lo invade a sus 9 años. Junto a sus maestras, Mateo llegó a Lima desde el sector de Cuychuiro (Cusco) para presentar en el Centro de Operaciones de Emergencia Nacional (COEN) del Ministerio de Defensa el detector de sismos que construyó básicamente con materiales reciclados. Pero los deseos de Mateo van más allá de proponer un diseño sencillo y útil: él quiere salvar vidas. “Como están pasando muchos temblores en la Tierra, por eso hice el
detector de sismos. Lo que más me gustaría es salvar vidas”, contó Mateo a El Comercio. La motivación que empezó en un salón de clases ha encontrado incentivos. Uno de ellos es la Beca Perú Talento Creativo, que tiene
por objetivo incentivar la vocación innovadora de los niños que, como Mateo, van cimentando la sociedad del futuro. Esta beca fue entregada por Pronabec a Mateo y a su colegio. El otro sueño de Mateo es convertirse en científico, como empeñándose en su deseo de seguir salvando vidas. Por lo pronto, se aplica en Matemáticas, su curso preferido. Durante su visita a Lima, Mateo miró hacia todos sus horizontes, incluyendo el del mar, que ayer conoció por primera vez. MÁS DE PERÚ",https://elcomercio.pe/peru/cusco/ingenio-alto-vuelo-mateo-huaman-detector-sismos-llegaron-lima-fotos-noticia-463591
Sunedu otorga a la UPC licencia para educación universitaria,La licencia tiene una vigencia de 6 años y no exime a la UPC de “cumplir con las condiciones básicas de calidad específicas por programas que establezca la Sunedu”,06.10.2017 / 08:59 am,"A partir de hoy, la Universidad Peruana de Ciencias Aplicadas (UPC) cuenta con licencia para ofrecer el servicio educativo superior universitario otorgado por la Superintendencia Nacional de Educación Superior Universitaria (Sunedu).

A través de la Resolución del Consejo Directivo Nº 037-2017-SUNEDU/CD, publicada hoy en el diario oficial El Peruano, Sunedu precisa que esta licencia se otorga a las 8 sedes de la UPC ubicadas en Lima y tendrá una vigencia será de 6 años. La norma reconoce que la UPC cuenta con 91 programas existentes, 8 programas que conforman su nueva oferta académica y 6 segundas especialidades en áreas como Administración, Economía, Derecho, Ingeniería, Comunicaciones, entre otros. No obstante, la norma aclara que el otorgamiento de la licencia institucional no exime a la UPC de “cumplir con las condiciones básicas de calidad específicas por programas que establezca la Sunedu”. Asimismo, exige a la UPC presentar, antes del inicio del año académico 2018, un plan reformulado de fomento de la carrera docente, desarrollando, fortaleciendo y ejecutando procesos que contribuyan al incremento de sus docentes ordinarios en la categoría que corresponda, ante la Dirección de Licenciamiento de Sunedu. Igualmente, acciones que evidencien que los docentes cuenten con mayor disponibilidad de horas para el desarrollo de las actividades de investigación, administrativas, tutorías, proyección social, entre otras inherentes a la función docente. La presente Resolución está refrendada por la presidente del Consejo Directivo de la Sunedu, Lorena de Guadalupe Masías Quiroga. Lee también:",https://elcomercio.pe/lima/sucesos/sunedu-otorga-upc-licencia-educacion-universitaria-noticia-463587
Esta feria laboral virtual ofrece 2.500 puestos de trabajo a peruanos,Los postulantes podrán acceder a ella hasta el 9 de octubre,29.09.2017 / 11:00 pm,"La Feria laboral virtual “Más Peruanos con Empleo 2017” que empezó el último lunes se extenderá hasta el 9 de octubre. El objetivo es facilitar la búsqueda de trabajo de los postulantes. En esta tercera edición, Laborum, empresa especializada en reclutamiento y selección de talento humano, ofrecerá más de 2.500 ofertas laborales en más de 140 empresas de diversos sectores como banca, minería, salud, telecomunicaciones, consumo masivo, retail, transportes, entre otros. Según Janine Claux, gerente del portal de Laborum, “buscar trabajo es una tarea ardua que consume mucha energía y puede tener un impacto emocional muy duro en caso los resultados no sean positivos"". Personas con buenos perfiles profesionales pueden perder grandes oportunidades de recolocarse por no realizar la búsqueda de manera ordenada y eficiente, indicó. Este año, “Más Peruanos con Empleo 2017”, cuenta con el apoyo de importantes instituciones como la Asociación de Buenos Empleadores (ABE), la Asociación de Bancos del Perú (ASBANC), Cámara de Comercio Americana del Perú (AMCHAM) el Programa Nacional de Becas (Pronabec), Mentor Perú, Laboratoria, PeruCámaras, CONFIEP, PWC, Tottus, SURA, entre otros. MÁS DE PERÚ",https://elcomercio.pe/peru/feria-laboral-virtual-ofrece-2-500-puestos-noticia-461845
